0,A woman peels a potato.,A woman is grilling pineapples.
0,A cat is drinking some water.,A truck is going down a hill.
0,A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a piano.
0,The man sat in his chair and stared.,The little girl is putting her hair into a pony tail.
0,A woman is dicing a potato.,A woman cuts tofu into tiny pieces.
0,A baby is crawling happily.,A baby sneezed and scared another baby.
0,A person is frying a meat in the pan.,A man is cutting a vegetable.
0,A man is looking out of a window.,A woman is swimming in the water.
0,A woman is slicing an onion with a knife.,A man is preparing some dish.
1,A rider is running and jumping her horse.,A woman jumps hurdles on a horse.
0,Two men are fighting.,The man is exercising.
0,A person is petting a monkey.,A man is holding a slow loris.
0,A cat is licking himself.,A man is slicing a white onion with a mandolin slicer.
1,A man is smoking.,The man sat in his suit and smoked.
0,A woman is adding sauce to some food.,A person is cutting leaves.
0,Three children are eating their food.,The deer jumped over the fence.
0,A submarine is going through water.,A baby is falling asleep.
0,A man is running on a street.,A man plays the guitar.
0,A person is slicing an onion.,A cat is pooping into a toilet.
0,A badger is digging in the dirt.,A man is moving large rocks.
0,A woman is slicing big pepper.,A dog is moving its mouth.
1,A man is riding a bicycle.,A man is riding a bike.
0,A man and a woman are kissing each other.,A man and a woman are talking to each other.
1,A woman is slicing an onion.,A woman is cutting an onion.
1,The man is drawing.,A man is drawing.
0,A man is cutting a potato.,A woman is cutting a tomato.
1,A woman is cutting an onion.,A woman is cutting through an onion.
1,A toy train is striking a toy car.,A toy train strikes a toy car.
1,A cat opens a drawer and climbs inside.,A cat is opening a drawer and climbing inside.
1,A woman is frying a food.,A woman is deep frying food.
1,A woman is brushing some shrimp.,A woman brushes some shrimp.
1,A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.
1,A woman thinly slices an onion with a large knife.,A woman is slicing onions with a large knife.
1,A man is playing a keyboard.,A man plays a keyboard.
1,A man plays the guitar.,A man is playing the guitar.
1,A woman is peeling a potato.,A woman peels a potato.
0,A man is playing a flute.,A man is playing a guitar.
0,A man is playing a guitar.,A man is playing a flute.
0,A man is playing a piano.,A man is playing a guitar.
0,A man is playing a guitar.,A man is playing a piano.
0,A man is playing a flute.,A man is playing a guitar.
0,A man is playing a flute.,A man is playing a guitar.
1,A kitten is playing with a blue rope toy.,A kitten is playing with a toy.
1,The dog is barking at the toy.,A dog is barking at a toy.
1,A cat is drinking milk.,A kitten is drinking milk.
1,A turtle is walking.,A tortoise is walking.
1,The man is playing the guitar.,A man is playing guitar.
1,A woman is tapping her fingers on a table.,A woman is tapping her fingers.
1,Someone is boiling okra in a pot.,Someone is cooking okra in a pan.
0,A man is smoking.,A man is mixing.
1,The man is playing the drums.,A man is playing drums.
1,A man dives into a pool.,A man is diving into a pool.
1,A woman is cutting a leak.,A woman is slicing a leek.
1,A little boy is playing a guitar.,A boy is playing guitar.
0,A group of people are marching in place.,A group of people are dancing in concert.
0,The woman is shooting a machine gun.,The man is shooting a gun.
1,A man played the piano.,A man plays a piano.
1,A man is slicing a cucumber.,A man is cutting cucumbers.
0,A woman is cutting an onion.,A man is chopping an onion.
0,The man is playing a guitar.,A baby is playing a guitar.
0,A man is playing the guitar.,A man is playing the drums.
1,Two little girls talk on the telephone.,Two girls talk on the phone.
1,A man is chopping a log with an axe.,A man is chopping a tree trunk with an axe.
0,A person is cutting a capsicum into pieces.,A person is slicing a garlic into pieces.
0,A man is talking with a woman.,A woman is walking with a dog.
0,The man is walking.,A man is talking.
0,Someone is pouring oil into a skillet.,Someone is pouring milk into a blender.
1,A small kitten is playing a ball.,A kitten is playing with a ball.
0,A man is playing a guitar.,A woman is playing a flute.
0,A man is playing two pianos.,A cat is playing a piano.
0,A person is slicing a scallop.,A person is slicing octopus.
0,A man and a woman are riding on their bicycles.,A man and woman are riding a motorcycle.
1,Two men are fighting in a cow pasture.,Two men are fighting in a cattle pen.
1,A girl makes up her bed.,A young girl makes her bed.
1,The cat played with a watermelon.,A cat is playing with a watermelon.
1,A girl jumps on a car.,A girl is jumping onto a car.
0,A man is praying.,A man is running.
0,A car is parking.,A cat is playing.
0,A man is running.,A man is dancing.
0,A man is singing.,A man is dancing.
0,A woman is peeling a potato.,A woman is slicing a tomato.
0,A woman is cutting a tomato.,A woman is slicing a potato.
0,Someone is peeling a potato.,Someone is slicing a tomato.
0,A woman is peeling a potato.,A woman is slicing a tomato.
1,Two robots kiss.,Two robots are kissing.
1,Two boys on a couch are playing video games.,Two boys are playing a video game.
1,A woman is squeezing a lemon.,A woman is squeezing juice out of a lemon.
0,A woman is slicing an onion.,A man is slicing a tomato.
0,A woman is slicing a carrot.,A man is slicing a tomato.
0,A girl is styling her hair.,A girl is filing her nails.
1,A man walking down the stairs.,A man walks down a staircase.
0,Two people are riding a motorcycle.,Two people are riding a bike.
0,A man is walking in the rain.,A man and woman is walking in the grand.
1,A kangaroo is eating.,Kangaroo eating.
0,A man is fishing.,A man is exercising.
0,A woman is swimming.,A man is singing.
0,A Woman is eating.,A animal is eating.
1,A man is driving a car.,A man drives a car.
1,A woman is grating onion.,A woman grates onions.
0,Two roosters are fighting.,Two men are fighting.
0,A man is riding a horse.,A man is driving a car.
0,A man is riding a horse.,A man is driving a car.
0,A man is shooting a gun.,A man is slicing a bun.
0,A woman is cutting an onion.,A woman is cutting meat.
0,The woman is slicing herbs.,The man is slicing bread.
1,A woman is cracking eggs into a bowl.,A woman is cracking eggs.
1,A person is playing the keyboard.,A boy is playing a key-board.
0,A person is slicing a carrot into pieces.,A person is cutting an onion into pieces.
1,A man sliced through a bunch of water bottles with a knife.,A man is slicing a line of water bottles with a knife
0,A person is making a bed.,A person is eating at a table.
0,A man is playing keyboard.,A man is playing guitar.
0,A man is playing a violin.,A man is playing a harp.
0,The woman is smoking.,The man is walking.
0,A woman is slicing up some meat.,A woman is slicing some onions.
1,A woman cuts up broccoli.,A woman is cutting broccoli.
0,A man is playing a piano.,A woman is peeling a potato.
0,A woman is swimming.,A man is spitting.
0,A man is running.,A man is mooing.
1,The baby is laughing and crawling.,A baby is laughing and crawling on the floor.
1,A woman is shooting a gun.,A woman shoots a shotgun.
0,A woman is dancing in the rain.,A woman is dancing in railway station.
0,A woman is dancing.,A woman is exercising.
1,Someone slices a bottle with a sword.,A man breaks a bottle with a sword.
0,A woman is cutting an apple.,A woman is cutting potato.
1,The man is peeling an apple.,A man peels an apple.
0,The man is playing the guitar.,The man is playing with a skull.
0,A man plays a guitar.,A woman is playing guitar.
1,A cat swings on a ceiling fan.,A cat is spun around by a ceiling fan.
1,The woman is dicing onions.,A woman is cutting an onion.
1,A monkey is brushing a bull dog.,A monkey brushes a dog.
0,A woman is slicing a onion.,A woman is cutting a potato.
0,A man is playing the piano.,A woman is playing a guitar.
0,A woman is washing her hands.,A woman is straightening her hair.
1,A man is eating a bowl of cereal.,The man is eating cereal.
1,A woman is bathing into bath-tub.,A woman is taking a bath.
1,A motorcyclist crashes on his motorcycle.,A person crashes on a motorcycle.
1,A person pours some rice pudding into a bowl.,The lady poured the rice pudding into a bowl.
1,A man stares out a window.,A man looks out the window.
0,A woman is firing a rifle.,A woman is cutting a lemon.
0,A man is eating a banana.,Someone is peeling a banana.
1,The lady put the baby int a trashcan.,A woman puts a baby in a trash can.
0,Someone is frying meat.,Someone is playing paino.
0,A woman is adding ingredients to a bowl.,A woman is cracking three eggs into a bowl.
0,A man is playing a guitar.,A man in a hat is playing a harp.
0,A man is playing on his keyboard.,A man is playing a guitar.
0,A person is cutting a potato.,A person is slicing a shallot.
1,A man is dancing on the ceiling of a room.,A man is dancing upside-down on the ceiling.
0,Two men are dancing.,Two women are shopping.
0,A man is swinging in a rope.,A gibbon is swinging in the trees.
0,A man is cutting tomatoes.,A woman is cutting broccoli.
0,A woman is boiling shrimp.,A woman is combing her hair.
1,The deer jumped over the fence.,A deer jumps over a cyclone fence.
0,A woman is writing a letter.,A woman is sitting at a desk.
0,A woman is riding on a horse.,A woman is picking tomatoes.
0,A woman is cutting some flowers.,A woman is cutting broccoli.
1,A man plays the keyboard with his nose.,The man is playing the piano with his nose.
0,A man is playing guitar.,A cat is playing.
0,A animal is eating.,The animal is hopping.
1,A man is lifting weights.,A man is lifting a barbell.
0,A man is climbing a rope.,A man is sitting on a rock.
0,A cat is playing the piano.,A cat is licking its paw.
0,A woman is dancing in the rain.,A woman is adding oil to a dish.
0,A man is cutting tomatoes into pieces.,A woman is cutting potatoes.
0,A man is playing a flute.,A woman is applying eye liner.
0,A woman is cutting potatoes.,A woman is slicing carrots.
0,The woman is thinly slicing a cucumber.,The woman is slicing a tomato.
0,A woman is adding oil on fishes.,A woman is riding a horse.
0,A woman is grating carrots.,A woman is coating a pork chop.
0,A woman is smoking.,A woman is making some food.
0,A man is being put into an abulance.,A man is pouring pasta onto a plate.
0,A man is diving into a swimming pool.,A man is singing into a microphone.
1,A man is firing a shot gun.,A man shoots a shotgun.
0,A man playing the guitar.,A man is playing a flute.
0,A man is peeling potato.,A man is playing a guitar.
0,The woman is riding a horse.,A man is riding a horse in an arena.
0,A woman is slipping in the water-tub.,A woman is lying in a raft.
0,A man is mowing a lawn.,A man is mixing.
0,A woman is peeling a potato.,A woman is hitting a man.
0,A man is playing piano.,A man is laying on the ground.
0,A woman is doing ballet.,A woman is riding on a horse.
0,A woman is cutting an onion.,A woman is rowing a boat.
1,The boy played his trumpet.,A boy is playing the trumpet.
0,A person is riding a horse.,A man is riding a motorcycle.
0,A woman is slicing an onion.,A woman is cutting a carrot.
0,A cat is playing.,A woman is playing flute.
1,A band is performing on a stage.,A band is playing and singing on a stage.
0,The woman is slicing fish cake.,The woman is riding a horse.
0,A man is eating bread.,A man is playing flute.
0,A woman is cooking shrimp.,A woman is dancing.
0,A woman is dancing.,A woman is slicing ginger.
1,A big turtle is walking.,The tortoise is walking.
0,A man is burning a flag.,A man is shooting a gun.
0,The man is pushing the van.,The woman is singing.
0,A man is eating wood.,A man is adding oil to car.
0,A dog is speaking to the camera.,A dog is eating some water melon.
1,A man is cutting a rope with a sword.,The man slced through a thick rope with a sword.
0,A man is dancing.,A rat is running.
0,Two boys are talking on the phone.,A woman is talking on a telephone.
0,A man is playing guitar.,A woman is peeling a tuber.
0,A woman is slicing an onion.,A women slicing lemons.
0,A woman is riding a horse.,A man is running on rope.
0,A man is playing soccer.,A man is drawing some figures.
0,A woman is peeling an orange.,A man is playing a flute.
0,A man is cutting a snake to cook.,A woman is cutting meat.
0,A woman is scraping a carrot.,A man is striking clay pots.
0,A man and woman are Bollywood dancing.,A man an woman are dancing in the rain.
0,A woman is cutting flowers.,A man is holding huge sunflowers.
0,The man danced in the diner.,The bomb exploded in the desert.
1,American flag is waving.,A American flag is blowing in the wind.
0,A woman is slicing a lemon.,A man is showing a bread.
0,A woman is playing the flute.,A woman is slicing some tuna.
0,A man is slicing a potatoe.,A man is peeling a banana.
1,The woman droppped eggplant into the pan.,A woman puts chopped eggplant into a skillet.
1,A man is preparing a hanging rope.,A man is tying a noose.
0,The girl is riding the horse.,The girl is spraying the plants with water.
0,A person is frying.,A person is peeling a potato.
0,A man is shooting a pistol.,A woman is chopping garlic.
0,A woman is swinging her arms.,A woman is slicing an onion.
0,A man is walking outside.,A man is dancing.
0,A man dries his hands.,A woman fixes her hair.
0,The monkey is hanging from the trees.,The monkey swung from branch to branch.
1,A woman with a knife is slicing a pepper.,A women slicing green pepper.
0,A man is adding oil to car.,A man is putting anti-freeze into a car.
0,A man is slicing a carrot by a machine.,A man is climbing a rope.
0,A cat is playing with an antenna.,A boy is playing in the mud.
0,A woman is slicing pumpkin.,A person is slicing cantaloupe.
1,The people threw the dummy over the cliff edge.,Some people are throwing a dummy off a cliff.
0,A gun is being fired.,A potato is being peeled.
0,A woman is cutting a plastic sheet.,A woman is playing a guitar on streets.
1,A woman cuts a pineapple.,A woman is slicing a pineapple into pieces.
1,A person is adding oil in the pan.,The cook pouring oil into the pan.
0,A boy is riding a bike on a gate.,A woman is riding a horse.
0,A man is doing a card trick.,A man is squeezing water.
0,A man is playing the piano.,Someone is playing guitar.
1,A man is mowing grass.,A guy is mowing the lawn.
0,A person is mixing water and flour.,A person is hitchhiking on a road.
